+2020-04-11-00.00.00 AirForce1  N°1.99633 E°79.30124
+2020-06-02-00.00.00 Navy16  N°15.05710 E°100.58972
+2020-06-02-00.00.00 AirForce17  N°9.41495 E°73.09365
+2020-06-02-00.00.00 Army17  N°13.79007 E°76.11746
+2020-06-02-00.00.00 Navy17  N°3.50434 E°74.23476
+2020-06-02-00.00.00 AirForce18  N°14.40903 E°92.49579
+2020-06-02-00.00.00 Army18  N°20.47524 E°79.57034
+2020-06-02-00.00.00 Navy18  N°16.57665 E°92.85421
+2020-06-02-00.00.00 AirForce19  N°25.59655 E°77.54216
+2020-06-02-00.00.00 Army19  N°14.36335 E°73.92885
+2020-06-02-00.00.00 Navy19  N°6.14546 E°91.76460
+2020-06-02-00.00.00 AirForce20  N°6.38870 E°77.91430
+2020-06-02-00.00.00 Army20  N°24.51688 E°78.38121
+2020-06-02-00.00.00 Navy20  N°5.18286 E°76.62883
+2020-06-02-00.00.00 AirForce21  N°14.21639 E°71.97651
+2020-06-02-00.00.00 Army21  N°14.92616 E°80.33218
+2020-06-02-00.00.00 Navy21  N°7.90852 E°90.55185
+2020-06-02-00.00.00 AirForce22  N°1.43191 E°74.88429
+2020-06-02-00.00.00 Army22  N°23.94649 E°75.10885
+2020-06-02-00.00.00 Navy22  N°9.55735 E°66.49362
+2020-06-02-00.00.00 AirForce23  N°18.54115 E°79.63108
+2020-06-02-00.00.00 Army23  N°14.38111 E°77.24154
+2020-06-02-00.00.00 Navy23  N°4.40399 E°73.69096
+2020-06-02-00.00.00 AirForce24  N°2.91757 E°84.00138
+2020-06-02-00.00.00 Army24  N°26.63592 E°81.14808
+2020-06-02-00.00.00 Navy24  N°6.80109 E°52.16564
+2020-06-02-00.00.00 AirForce25  N°22.86474 E°71.28536
+2020-06-02-00.00.00 Army25  N°14.88159 E°78.32594
+2020-06-02-00.00.00 Navy25  N°8.97744 E°67.19710
+2020-06-02-00.00.00 AirForce26  N°16.30958 E°69.05130
+2020-06-02-00.00.00 Army26  N°25.57046 E°74.01011
+2020-06-02-00.00.00 Navy26  N°0.39971 E°77.62606
+2020-06-02-00.00.00 AirForce27  N°25.07674 E°75.71457
+2020-06-02-00.00.00 Army27  N°15.57113 E°74.90093
+2020-06-02-00.00.00 Navy27  N°7.84503 E°67.86412
+2020-06-02-00.00.00 AirForce28  N°25.39777 E°73.97592
+2020-06-02-00.00.00 Army28  N°27.80017 E°81.27343
+2020-06-02-00.00.00 Navy28  N°11.95537 E°96.08482
+2020-06-02-00.00.00 AirForce29  N°16.26282 E°80.67943
+2020-06-02-00.00.00 Army29  N°15.26846 E°78.93873
+2020-06-02-00.00.00 Navy29  N°4.22495 E°74.42187
+2020-06-02-00.00.00 AirForce30  N°23.36244 E°75.65934
+2020-06-02-00.00.00 Army30  N°21.71942 E°76.27424
+2020-06-02-00.00.00 Navy30  N°10.79475 E°93.34546
+2020-06-02-00.00.00 AirForce31  N°18.05096 E°70.90928
+2020-06-02-00.00.00 Army31  N°14.07337 E°74.90849
+2020-06-02-00.00.00 Navy31  N°7.48749 E°89.65602
+2020-06-02-00.00.00 AirForce32  N°13.91654 E°73.10440
+2020-06-02-00.00.00 Army32  N°24.52663 E°82.23169
+2020-06-02-00.00.00 Navy32  N°1.69001 E°75.09299
+2020-06-02-00.00.00 AirForce33  N°16.60341 E°80.88243
+2020-06-02-00.00.00 Army33  N°17.59306 E°80.33623
+2020-06-02-00.00.00 Navy33  N°10.77601 E°85.87228
+2020-06-02-00.00.00 AirForce34  N°14.53975 E°87.42036
+2020-06-02-00.00.00 Army34  N°22.70270 E°77.60695
+2020-06-02-00.00.00 Navy34  N°8.22742 E°109.90641
+2020-06-02-00.00.00 AirForce35  N°19.39366 E°93.25254
+2020-06-02-00.00.00 Army35  N°15.53848 E°75.27263
+2020-06-02-00.00.00 Navy35  N°3.08216 E°78.35849
+2020-06-02-00.00.00 AirForce36  N°24.11600 E°84.34405
+2020-06-02-00.00.00 Army36  N°23.22512 E°78.50778
+2020-06-02-00.00.00 Navy36  N°12.00255 E°49.40129
+2020-06-02-00.00.00 AirForce37  N°18.89850 E°85.36034
+2020-06-02-00.00.00 Army37  N°17.90640 E°77.20993
+2020-06-02-00.00.00 Navy37  N°10.85923 E°109.92142
+2020-06-02-00.00.00 AirForce38  N°10.31199 E°91.83080
+2020-06-02-00.00.00 Army38  N°24.53946 E°76.30269
+2020-06-02-00.00.00 Navy38  N°0.85179 E°78.22465
+2020-06-02-00.00.00 AirForce39  N°6.18189 E°80.96466
+2020-06-02-00.00.00 Army39  N°14.27666 E°77.46204
+2020-06-02-00.00.00 Navy39  N°14.99588 E°40.58581
+2020-06-02-00.00.00 AirForce40  N°6.49326 E°83.96880
+2020-06-02-00.00.00 Army40  N°26.64509 E°77.59595
+2020-06-02-00.00.00 Navy40  N°9.89306 E°102.95837
+2020-06-02-00.00.00 AirForce41  N°21.80372 E°72.18039
+2020-06-02-00.00.00 Army41  N°15.93205 E°77.70202
+2020-06-02-00.00.00 Navy41  N°4.66552 E°78.50071
+2020-06-02-00.00.00 AirForce42  N°8.92883 E°91.51849
+2020-06-02-00.00.00 Army42  N°25.31007 E°76.62527
+2020-06-02-00.00.00 Navy42  N°7.08090 E°31.78452
+2020-06-02-00.00.00 AirForce43  N°21.44621 E°86.21259
+2020-06-02-00.00.00 Army43  N°18.88368 E°78.86373
+2020-06-02-00.00.00 Navy43  N°11.00213 E°73.33382
+2020-06-02-00.00.00 AirForce44  N°10.20234 E°69.29948
+2020-06-02-00.00.00 Army44  N°25.67219 E°78.37624
+2020-06-02-00.00.00 Navy44  N°2.78099 E°79.92080
+2020-06-02-00.00.00 AirForce45  N°16.13526 E°86.99247
+2020-06-02-00.00.00 Army45  N°14.22247 E°75.36684
+2020-06-02-00.00.00 Navy45  N°20.13348 E°65.80649
+2020-06-02-00.00.00 AirForce46  N°14.53214 E°93.26287
+2020-06-02-00.00.00 Army46  N°24.57221 E°82.49118
+2020-06-02-00.00.00 Navy46  N°11.65653 E°75.10976
+2020-06-02-00.00.00 AirForce47  N°24.43964 E°85.46958
+2020-06-02-00.00.00 Army47  N°14.66535 E°80.62128
+2020-06-02-00.00.00 Navy47  N°4.60086 E°73.72323
+2020-06-02-00.00.00 AirForce48  N°24.63549 E°72.42604
+2020-06-02-00.00.00 Army48  N°26.92933 E°81.23699
+2020-06-02-00.00.00 Navy48  N°16.27983 E°92.87074
+2020-06-02-00.00.00 AirForce49  N°22.59498 E°78.95378
+2020-06-02-00.00.00 Army49  N°15.50152 E°75.30422
+2020-06-02-00.00.00 Navy49  N°15.84634 E°106.23530
+2020-06-02-00.00.00 AirForce50  N°15.22920 E°85.36189
+2020-06-02-00.00.00 Army50  N°24.69936 E°82.41137
+2020-06-02-00.00.00 Navy50  N°1.42903 E°75.32314
+2020-06-03-00.00.00 AirForce1  N°7.84933 E°88.69150
+2020-06-03-00.00.00 Army1  N°16.72111 E°80.73624
+2020-06-03-00.00.00 Navy1  N°6.30012 E°72.73661
+2020-06-03-00.00.00 AirForce2  N°4.66528 E°74.58662
+2020-06-03-00.00.00 Army2  N°21.42601 E°79.57079
+2020-06-03-00.00.00 Navy2  N°1.73153 E°78.52064
+2020-06-03-00.00.00 AirForce3  N°11.20614 E°75.07798
+2020-06-03-00.00.00 Army3  N°14.11849 E°76.70762
+2020-06-03-00.00.00 Navy3  N°2.69680 E°51.80547
+2020-06-03-00.00.00 AirForce4  N°9.41762 E°82.47430
+2020-06-03-00.00.00 Army4  N°25.63323 E°74.28413
+2020-06-03-00.00.00 Navy4  N°12.79647 E°95.91193
+2020-06-03-00.00.00 AirForce5  N°17.37070 E°74.90473
+2020-06-03-00.00.00 Army5  N°16.86592 E°78.00549
+2020-06-03-00.00.00 Navy5  N°4.67569 E°75.29066
+2020-06-03-00.00.00 AirForce6  N°25.04726 E°72.91145
+2020-06-03-00.00.00 Army6  N°25.21574 E°80.02807
+2020-06-03-00.00.00 Navy6  N°9.67868 E°33.31505
+2020-06-03-00.00.00 AirForce7  N°24.44897 E°78.96050
+2020-06-03-00.00.00 Army7  N°13.96303 E°77.17726
+2020-06-03-00.00.00 Navy7  N°7.95404 E°110.22671
+2020-06-03-00.00.00 AirForce8  N°17.32225 E°70.75165
+2020-06-03-00.00.00 Army8  N°27.18705 E°78.73911
+2020-06-03-00.00.00 Navy8  N°0.85257 E°78.33637
+2020-06-03-00.00.00 AirForce9  N°19.48684 E°68.48360
+2020-06-03-00.00.00 Army9  N°18.42328 E°76.72283
+2020-06-03-00.00.00 Navy9  N°10.39104 E°95.02523
+2020-06-03-00.00.00 AirForce10  N°2.90481 E°87.14472
+2020-06-03-00.00.00 Army10  N°26.82450 E°82.73329
+2020-06-03-00.00.00 Navy10  N°16.95833 E°92.32962
+2020-06-03-00.00.00 AirForce11  N°5.68741 E°85.92366
+2020-06-03-00.00.00 Army11  N°16.76771 E°76.85685
+2020-06-03-00.00.00 Navy11  N°0.90292 E°76.21804
+2020-06-03-00.00.00 AirForce12  N°11.88587 E°87.17380
+2020-06-03-00.00.00 Army12  N°24.67772 E°79.36878
+2020-06-03-00.00.00 Navy12  N°13.08681 E°73.20550
+2020-06-03-00.00.00 AirForce13  N°17.09960 E°79.32887
+2020-06-03-00.00.00 Army13  N°16.67888 E°72.86551
+2020-06-03-00.00.00 Navy13  N°16.34545 E°85.73958
+2020-06-03-00.00.00 AirForce14  N°13.71702 E°73.09312
+2020-06-03-00.00.00 Army14  N°23.96611 E°82.25802
+2020-06-03-00.00.00 Navy14  N°2.33711 E°78.37581
+2020-06-03-00.00.00 AirForce15  N°12.42910 E°91.09960
+2020-06-03-00.00.00 Army15  N°18.25488 E°73.86162
+2020-06-03-00.00.00 Navy15  N°3.59566 E°69.57600
+2020-06-03-00.00.00 AirForce16  N°23.39070 E°84.53439
+2020-06-03-00.00.00 Army16  N°29.32348 E°79.54802
+2020-06-03-00.00.00 Navy16  N°13.80843 E°66.94695
+2020-06-03-00.00.00 AirForce17  N°22.17803 E°75.99350
+2020-06-03-00.00.00 Army17  N°17.94295 E°77.76581
+2020-06-03-00.00.00 Navy17  N°1.64092 E°75.61557
+2020-06-03-00.00.00 AirForce18  N°22.50085 E°76.52983
+2020-06-03-00.00.00 Army18  N°28.56212 E°79.54734
+2020-06-03-00.00.00 Navy18  N°5.38936 E°90.96309
+2020-06-03-00.00.00 AirForce19  N°4.41262 E°74.35157
+2020-06-03-00.00.00 Army19  N°15.42225 E°72.94540
+2020-06-03-00.00.00 Navy19  N°5.85364 E°77.60909
+2020-06-03-00.00.00 AirForce20  N°0.54905 E°79.41310
+2020-06-03-00.00.00 Army20  N°25.77111 E°74.99372
+2020-06-03-00.00.00 Navy20  N°4.03930 E°74.91414
+2020-06-03-00.00.00 AirForce21  N°9.59692 E°67.37423
+2020-06-03-00.00.00 Army21  N°14.41666 E°78.69132
+2020-06-03-00.00.00 Navy21  N°13.43447 E°56.31014
+2020-06-03-00.00.00 AirForce22  N°5.76970 E°91.52012
+2020-06-03-00.00.00 Army22  N°27.56637 E°77.25139
+2020-06-03-00.00.00 Navy22  N°9.72729 E°71.30093
+2020-06-03-00.00.00 AirForce23  N°-0.28133 E°76.79990
+2020-06-03-00.00.00 Army23  N°19.00728 E°78.65191
+2020-06-03-00.00.00 Navy23  N°1.28472 E°77.37097
+2020-06-03-00.00.00 AirForce24  N°11.40892 E°75.05467
+2020-06-03-00.00.00 Army24  N°23.67818 E°80.65912
+2020-06-03-00.00.00 Navy24  N°12.22118 E°61.19927
+2020-06-03-00.00.00 AirForce25  N°9.46788 E°85.95425
+2020-06-03-00.00.00 Army25  N°16.43772 E°78.91384
+2020-06-03-00.00.00 Navy25  N°10.27718 E°67.83217
+2020-06-03-00.00.00 AirForce26  N°12.96656 E°78.90919
+2020-06-03-00.00.00 Army26  N°28.59358 E°79.78070
+2020-06-03-00.00.00 Navy26  N°3.26655 E°73.76090
+2020-06-03-00.00.00 AirForce27  N°20.39271 E°69.92032
+2020-06-03-00.00.00 Army27  N°17.74342 E°76.45087
+2020-06-03-00.00.00 Navy27  N°19.32489 E°45.42784
+2020-06-03-00.00.00 AirForce28  N°4.44213 E°92.01511
+2020-06-03-00.00.00 Army28  N°22.60600 E°76.87555
+2020-06-03-00.00.00 Navy28  N°8.92020 E°95.54562
+2020-06-03-00.00.00 AirForce29  N°6.21278 E°75.59904
+2020-06-03-00.00.00 Army29  N°15.84510 E°80.41002
+2020-06-03-00.00.00 Navy29  N°1.16288 E°77.18161
+2020-06-03-00.00.00 AirForce30  N°23.44804 E°80.61192
+2020-06-03-00.00.00 Army30  N°28.21338 E°78.60567
+2020-06-03-00.00.00 Navy30  N°16.30950 E°67.95564
+2020-06-03-00.00.00 AirForce31  N°21.56590 E°80.15122
+2020-06-03-00.00.00 Army31  N°16.87462 E°81.40098
+2020-06-03-00.00.00 Navy31  N°12.83603 E°82.89379
+2020-06-03-00.00.00 AirForce32  N°17.84945 E°88.07584
+2020-06-03-00.00.00 Army32  N°27.05486 E°77.28262
+2020-06-03-00.00.00 Navy32  N°3.07784 E°80.17164
+2020-06-03-00.00.00 AirForce33  N°18.36001 E°82.99866
+2020-06-03-00.00.00 Army33  N°17.90762 E°79.57549
+2020-06-03-00.00.00 Navy33  N°15.70581 E°48.93205
+2020-06-03-00.00.00 AirForce34  N°17.59432 E°66.73786
+2020-06-03-00.00.00 Army34  N°22.58712 E°77.55241
+2020-06-03-00.00.00 Navy34  N°6.91011 E°102.16945
+2020-06-03-00.00.00 AirForce35  N°10.86149 E°65.83661
+2020-06-03-00.00.00 Army35  N°16.89532 E°81.09083
+2020-06-03-00.00.00 Navy35  N°5.50249 E°76.96973
+2020-06-03-00.00.00 AirForce36  N°20.17092 E°76.11871
+2020-06-03-00.00.00 Army36  N°24.71877 E°77.81952
+2020-06-03-00.00.00 Navy36  N°13.59416 E°85.73567
+2020-06-03-00.00.00 AirForce37  N°18.10845 E°79.68194
+2020-06-03-00.00.00 Army37  N°16.97522 E°80.70060
+2020-06-03-00.00.00 Navy37  N°14.21535 E°76.02020
+2020-06-03-00.00.00 AirForce38  N°18.47905 E°78.34797
+2020-06-03-00.00.00 Army38  N°28.32624 E°80.89645
+2020-06-03-00.00.00 Navy38  N°6.30805 E°78.92867
+2020-06-03-00.00.00 AirForce39  N°2.09728 E°70.73812
+2020-06-03-00.00.00 Army39  N°18.76707 E°78.76203
+2020-06-03-00.00.00 Navy39  N°7.94070 E°88.57865
+2020-06-03-00.00.00 AirForce40  N°11.00638 E°70.79442
+2020-06-03-00.00.00 Army40  N°25.30573 E°74.25495
+2020-06-03-00.00.00 Navy40  N°5.97007 E°70.19201
+2020-06-03-00.00.00 AirForce41  N°9.03445 E°78.14188
+2020-06-03-00.00.00 Army41  N°18.40870 E°76.41436
+2020-06-03-00.00.00 Navy41  N°2.89957 E°79.04613
+2020-06-03-00.00.00 AirForce42  N°11.59264 E°73.98834
+2020-06-03-00.00.00 Army42  N°22.54575 E°74.58438
+2020-06-03-00.00.00 Navy42  N°2.96159 E°59.50596
+2020-06-03-00.00.00 AirForce43  N°20.26885 E°89.68265
+2020-06-03-00.00.00 Army43  N°17.37352 E°79.18817
+2020-06-03-00.00.00 Navy43  N°8.73571 E°109.86751
+2020-06-03-00.00.00 AirForce44  N°4.92028 E°86.28128
+2020-06-03-00.00.00 Army44  N°25.34084 E°77.17822
+2020-06-03-00.00.00 Navy44  N°3.64637 E°74.15522
+2020-06-03-00.00.00 AirForce45  N°8.41115 E°86.28344
+2020-06-03-00.00.00 Army45  N°15.30993 E°80.11287
+2020-06-03-00.00.00 Navy45  N°3.52369 E°66.22598
+2020-06-03-00.00.00 AirForce46  N°10.65655 E°78.80519
+2020-06-03-00.00.00 Army46  N°23.49501 E°78.36946
+2020-06-03-00.00.00 Navy46  N°11.80296 E°77.17497
+2020-06-03-00.00.00 AirForce47  N°8.60232 E°89.58968
+2020-06-03-00.00.00 Army47  N°16.46993 E°75.88965
+2020-06-03-00.00.00 Navy47  N°6.20170 E°75.23171
+2020-06-03-00.00.00 AirForce48  N°11.40834 E°76.21454
+2020-06-03-00.00.00 Army48  N°21.78113 E°79.21751
+2020-06-03-00.00.00 Navy48  N°7.95995 E°46.80851
+2020-06-03-00.00.00 AirForce49  N°19.47705 E°90.99642
+2020-06-03-00.00.00 Army49  N°18.22015 E°79.68100
+2020-06-03-00.00.00 Navy49  N°8.91995 E°88.69113
+2020-06-03-00.00.00 AirForce50  N°12.11685 E°95.07752
+2020-06-03-00.00.00 Army50  N°21.65598 E°79.40174
+2020-06-03-00.00.00 Navy50  N°2.17681 E°79.57721
+2020-06-04-00.00.00 AirForce1  N°11.47436 E°88.63148
+2020-06-04-00.00.00 Army1  N°17.26177 E°78.28312
+2020-06-04-00.00.00 Navy1  N°15.84028 E°96.46473
+2020-06-04-00.00.00 AirForce2  N°6.61600 E°92.73473
+2020-06-04-00.00.00 Army2  N°22.38126 E°74.83872
+2020-06-04-00.00.00 Navy2  N°0.55965 E°77.72702
+2020-06-04-00.00.00 AirForce3  N°13.31387 E°86.53592
+2020-06-04-00.00.00 Army3  N°15.04617 E°78.94068
+2020-06-04-00.00.00 Navy3  N°9.30953 E°27.56554
+2020-06-04-00.00.00 AirForce4  N°20.87066 E°81.38242
+2020-06-04-00.00.00 Army4  N°24.27323 E°75.62279
+2020-06-04-00.00.00 Navy4  N°14.33661 E°103.50530
+2020-06-04-00.00.00 AirForce5  N°19.94971 E°90.57881
+2020-06-04-00.00.00 Army5  N°18.55906 E°79.98505
+2020-06-04-00.00.00 Navy5  N°5.40138 E°79.97039
+2020-06-04-00.00.00 AirForce6  N°2.10547 E°81.54574
+2020-06-04-00.00.00 Army6  N°21.77528 E°76.35085
+2020-06-04-00.00.00 Navy6  N°7.06890 E°97.62047
+2020-06-04-00.00.00 AirForce7  N°25.02258 E°82.01884
+2020-06-04-00.00.00 Army7  N°17.99790 E°76.29722
+2020-06-04-00.00.00 Navy7  N°10.60552 E°101.25144
+2020-06-04-00.00.00 AirForce8  N°7.04266 E°82.71241
+2020-06-04-00.00.00 Army8  N°25.59620 E°79.52661
+2020-06-04-00.00.00 Navy8  N°2.10906 E°77.96503
+2020-06-04-00.00.00 AirForce9  N°12.31965 E°90.57144
+2020-06-04-00.00.00 Army9  N°17.92742 E°74.71381
+2020-06-04-00.00.00 Navy9  N°7.05328 E°59.70027
+2020-06-04-00.00.00 AirForce10  N°5.67066 E°82.17324
+2020-06-04-00.00.00 Army10  N°26.70198 E°74.80402
+2020-06-04-00.00.00 Navy10  N°16.21000 E°100.43988
+2020-06-04-00.00.00 AirForce11  N°14.94795 E°70.04672
+2020-06-04-00.00.00 Army11  N°14.88388 E°74.84034
+2020-06-04-00.00.00 Navy11  N°4.60255 E°79.81531
+2020-06-04-00.00.00 AirForce12  N°25.74479 E°77.47045
+2020-06-04-00.00.00 Army12  N°26.38631 E°75.86564
+2020-06-04-00.00.00 Navy12  N°19.27434 E°47.54390
+2020-06-04-00.00.00 AirForce13  N°15.29658 E°73.33706
+2020-06-04-00.00.00 Army13  N°14.01508 E°77.72979
+2020-06-04-00.00.00 Navy13  N°11.94971 E°116.98012
+2020-06-04-00.00.00 AirForce14  N°5.47895 E°71.20213
+2020-06-04-00.00.00 Army14  N°23.48196 E°78.44994
+2020-06-04-00.00.00 Navy14  N°1.45463 E°74.53874
+2020-06-04-00.00.00 AirForce15  N°13.59723 E°79.23826
+2020-06-04-00.00.00 Army15  N°17.60281 E°73.16610
+2020-06-04-00.00.00 Navy15  N°11.43298 E°54.75826
+2020-06-04-00.00.00 AirForce16  N°3.69564 E°84.13342
+2020-06-04-00.00.00 Army16  N°23.52009 E°81.59735
+2020-06-04-00.00.00 Navy16  N°9.51555 E°64.82512
+2020-06-04-00.00.00 AirForce17  N°19.70314 E°72.98184
+2020-06-04-00.00.00 Army17  N°16.01956 E°79.22094
+2020-06-04-00.00.00 Navy17  N°6.72022 E°77.00348
+2020-06-04-00.00.00 AirForce18  N°12.74546 E°69.53591
+2020-06-04-00.00.00 Army18  N°21.97793 E°74.89014
+2020-06-04-00.00.00 Navy18  N°5.47733 E°32.00957
+2020-06-04-00.00.00 AirForce19  N°16.10824 E°88.84554
+2020-06-04-00.00.00 Army19  N°17.49272 E°80.13269
+2020-06-04-00.00.00 Navy19  N°16.35002 E°93.73384
+2020-06-04-00.00.00 AirForce20  N°4.74399 E°86.76415
+2020-06-04-00.00.00 Army20  N°26.99528 E°78.50927
+2020-06-04-00.00.00 Navy20  N°3.95027 E°78.66302
+2020-06-04-00.00.00 AirForce21  N°12.96878 E°68.73050
+2020-06-04-00.00.00 Army21  N°16.74344 E°76.19911
+2020-06-04-00.00.00 Navy21  N°9.88748 E°63.95812
+2020-06-04-00.00.00 AirForce22  N°20.59965 E°90.29275
+2020-06-04-00.00.00 Army22  N°23.53937 E°77.58571
+2020-06-04-00.00.00 Navy22  N°5.55224 E°78.77449
+2020-06-04-00.00.00 AirForce23  N°12.80581 E°75.88392
+2020-06-04-00.00.00 Army23  N°15.53324 E°72.86038
+2020-06-04-00.00.00 Navy23  N°3.60337 E°76.65152
+2020-06-04-00.00.00 AirForce24  N°12.09612 E°90.04749
+2020-06-04-00.00.00 Army24  N°22.57943 E°74.36611
+2020-06-04-00.00.00 Navy24  N°13.00047 E°62.42706
+2020-06-04-00.00.00 AirForce25  N°21.76457 E°88.77892
+2020-06-04-00.00.00 Army25  N°15.68557 E°73.04629
+2020-06-04-00.00.00 Navy25  N°9.02034 E°89.24732
+2020-06-04-00.00.00 AirForce26  N°22.27343 E°73.52746
+2020-06-04-00.00.00 Army26  N°22.80554 E°82.46913
+2020-06-04-00.00.00 Navy26  N°0.82337 E°75.41524
+2020-06-04-00.00.00 AirForce27  N°3.91737 E°90.25745
+2020-06-04-00.00.00 Army27  N°13.61599 E°76.74859
+2020-06-04-00.00.00 Navy27  N°11.82369 E°24.74796
+2020-06-04-00.00.00 AirForce28  N°12.65332 E°79.89769
+2020-06-04-00.00.00 Army28  N°27.26302 E°74.06296
+2020-06-04-00.00.00 Navy28  N°9.44178 E°95.50368
+2020-06-04-00.00.00 AirForce29  N°21.08734 E°86.43163
+2020-06-04-00.00.00 Army29  N°14.89873 E°76.61210
+2020-06-04-00.00.00 Navy29  N°3.34081 E°74.90951
+2020-06-04-00.00.00 AirForce30  N°5.66498 E°89.87941
+2020-06-04-00.00.00 Army30  N°29.18984 E°76.35572
+2020-06-04-00.00.00 Navy30  N°9.94645 E°103.29260
+2020-06-04-00.00.00 AirForce31  N°17.09287 E°74.32309
+2020-06-04-00.00.00 Army31  N°18.33998 E°79.92190
+2020-06-04-00.00.00 Navy31  N°9.84501 E°108.91343
+2020-06-04-00.00.00 AirForce32  N°3.28009 E°74.39265
+2020-06-04-00.00.00 Army32  N°24.94120 E°80.71409
+2020-06-04-00.00.00 Navy32  N°1.27078 E°76.23809
+2020-06-04-00.00.00 AirForce33  N°3.03922 E°84.88200
+2020-06-04-00.00.00 Army33  N°17.91694 E°77.39229
+2020-06-04-00.00.00 Navy33  N°5.79745 E°61.45616
+2020-06-04-00.00.00 AirForce34  N°17.81455 E°91.55396
+2020-06-04-00.00.00 Army34  N°21.64652 E°81.61777
+2020-06-04-00.00.00 Navy34  N°7.39854 E°113.27705
+2020-06-04-00.00.00 AirForce35  N°1.56066 E°76.84496
+2020-06-04-00.00.00 Army35  N°19.61313 E°77.06948
+2020-06-04-00.00.00 Navy35  N°6.54113 E°78.46776
+2020-06-04-00.00.00 AirForce36  N°6.42171 E°79.18136
+2020-06-04-00.00.00 Army36  N°25.36034 E°81.50322
+2020-06-04-00.00.00 Navy36  N°12.67915 E°64.27838
+2020-06-04-00.00.00 AirForce37  N°2.48445 E°85.65464
+2020-06-04-00.00.00 Army37  N°16.42910 E°72.46004
+2020-06-04-00.00.00 Navy37  N°7.08077 E°108.75352
+2020-06-04-00.00.00 AirForce38  N°5.39453 E°88.23490
+2020-06-04-00.00.00 Army38  N°25.55788 E°82.63648
+2020-06-04-00.00.00 Navy38  N°5.92037 E°78.50517
+2020-06-04-00.00.00 AirForce39  N°1.80730 E°87.52796
+2020-06-04-00.00.00 Army39  N°19.11372 E°77.49566
+2020-06-04-00.00.00 Navy39  N°13.28086 E°100.27868
+2020-06-04-00.00.00 AirForce40  N°18.08937 E°90.86422
+2020-06-04-00.00.00 Army40  N°25.29888 E°82.86717
+2020-06-04-00.00.00 Navy40  N°10.23934 E°63.06326
+2020-06-04-00.00.00 AirForce41  N°7.74721 E°68.67231
+2020-06-04-00.00.00 Army41  N°17.79343 E°78.52350
+2020-06-04-00.00.00 Navy41  N°3.59930 E°80.27070
+2020-06-04-00.00.00 AirForce42  N°8.39087 E°73.65017
+2020-06-04-00.00.00 Army42  N°23.66442 E°82.23707
+2020-06-04-00.00.00 Navy42  N°2.74523 E°45.76392
+2020-06-04-00.00.00 AirForce43  N°11.69656 E°72.07938
+2020-06-04-00.00.00 Army43  N°17.68699 E°75.93184
+2020-06-04-00.00.00 Navy43  N°8.84841 E°93.71845
+2020-06-04-00.00.00 AirForce44  N°23.66054 E°89.07447
+2020-06-04-00.00.00 Army44  N°28.70757 E°75.32936
+2020-06-04-00.00.00 Navy44  N°5.39745 E°78.63489
+2020-06-04-00.00.00 AirForce45  N°5.70019 E°89.92069
+2020-06-04-00.00.00 Army45  N°15.20847 E°75.19256
+2020-06-04-00.00.00 Navy45  N°8.24547 E°59.25945
+2020-06-04-00.00.00 AirForce46  N°9.18782 E°70.15716
+2020-06-04-00.00.00 Army46  N°28.51180 E°75.71543
+2020-06-04-00.00.00 Navy46  N°9.96837 E°116.47409
+2020-06-04-00.00.00 AirForce47  N°11.24951 E°86.12305
+2020-06-04-00.00.00 Army47  N°15.36920 E°73.24280
+2020-06-04-00.00.00 Navy47  N°1.47529 E°79.62250
+2020-06-04-00.00.00 AirForce48  N°4.74210 E°77.51075
+2020-06-04-00.00.00 Army48  N°24.10074 E°81.74194
+2020-06-04-00.00.00 Navy48  N°3.96648 E°32.79394
+2020-06-04-00.00.00 AirForce49  N°16.18711 E°93.47811
+2020-06-04-00.00.00 Army49  N°13.66390 E°76.92003
+2020-06-04-00.00.00 Navy49  N°12.96495 E°65.03814
+2020-06-04-00.00.00 AirForce50  N°8.09415 E°73.54227
+2020-06-04-00.00.00 Army50  N°23.54515 E°77.02292
+2020-06-04-00.00.00 Navy50  N°1.80750 E°79.52659
+2020-06-05-00.00.00 AirForce1  N°18.30623 E°79.41549
+2020-06-05-00.00.00 Army1  N°18.08352 E°80.02766
+2020-06-05-00.00.00 Navy1  N°9.35995 E°108.51657
+2020-06-05-00.00.00 AirForce2  N°18.37544 E°67.98898
+2020-06-05-00.00.00 Army2  N°25.22754 E°74.99855
+2020-06-05-00.00.00 Navy2  N°3.72271 E°73.41210
+2020-06-05-00.00.00 AirForce3  N°15.54695 E°83.40353
+2020-06-05-00.00.00 Army3  N°18.06678 E°79.87830
+2020-06-05-00.00.00 Navy3  N°11.73010 E°24.00068
+2020-06-05-00.00.00 AirForce4  N°6.85999 E°83.41436
+2020-06-05-00.00.00 Army4  N°25.78731 E°79.57294
+2020-06-05-00.00.00 Navy4  N°11.73250 E°61.29605
+2020-06-05-00.00.00 AirForce5  N°3.18947 E°88.93545
+2020-06-05-00.00.00 Army5  N°17.40579 E°76.12326
+2020-06-05-00.00.00 Navy5  N°3.24494 E°78.02960
+2020-06-05-00.00.00 AirForce6  N°16.92271 E°84.88102
+2020-06-05-00.00.00 Army6  N°25.87762 E°79.37488
+2020-06-05-00.00.00 Navy6  N°7.80791 E°82.03147
+2020-06-05-00.00.00 AirForce7  N°18.25326 E°74.16246
+2020-06-05-00.00.00 Army7  N°15.65719 E°75.12045
